id,name,author,genre,seria,rating,count_page,language,content,img_url
887,Соблазни меня в сумерках,Клейпас Лиза,Исторические любовные романы,Хатауэй #3,9.37,65,Русский,,https://www.litmir.me
888,Прислушайся к сердцу,Дэвид Триша,Короткие любовные романы Эротика,,9.37,32,Русский," Они встретились случайно — богатый австралийский фермер Джек Морган и экстравагантная Брайони Лестер, приехавшая в городок работать дизайнером. Встретились — и их словно магнитом потянуло друг к другу.  Джек, один воспитывающий дочь, понимает, что девочке нужна мать. Но дело в том, что он уже наметил для роли будущей жены спокойную и правильную Дайану, а вот Брайони… Более непонятного и взбалмошного существа он еще не видел.",https://www.litmir.me/data/Book/0/149000/149904/BC4_1491155511.jpg
889,Карты судьбы,Колесова Наталья Валенидовна,Фэнтези,,9.37,22,Русский,"Колдовской расклад карт, в котором за каждой из карт стоит своя история… История ставшей великой воительницей девушки-оборотня по прозвищу Голубая пантера – и дочери Морского Царя, выросшей среди людей, но сохранившей связь с Народом Драконов… История поисков и обретения сокровищ таинственного затонувшего города – и лихого отряда наемников, командир которого владел древним, загадочным искусством… История страшной Усыпальницы Истинных Королей, древнего клана жриц-хранительниц – и девочки-бастарда, дерзнувшей сразиться с обитавшим в Усыпальнице Злом… Но каждая из историй-карт, как и положено по закону магии, – лишь часть единого Расклада…",https://www.litmir.me/data/Book/0/14000/14593/BC4_1490516824.jpg
890,Омут (СИ),""" novel2002""",Слеш Эротика Современные любовные романы,Волчья серия #8,9.37,105,Русский,,https://www.litmir.me
891,Арвендейл,Злотников Роман Валерьевич,Фэнтези,Арвендейл #2 Магия фэнтези (Альфа-книга) #88,9.37,16,Русский," Трой, сирота с глухой окраины Империи, ставший бароном Арвендейлом, вступил на свой путь. Куда же он приведет его? В Проклятый лес, куда страшатся заходить даже самые могучие армии людей и эльфов? В погибшее во время Великой Тьмы герцогство? В глубины Крадрекрама, знаменитых Пещер ужаса, к которым не рискуют приближаться армии гномов? Да, именно туда. Потому что его путь — путь владетеля и собирателя земель. Очень немногие рискуют вступить на него. И многие из тех, кто на него вступает, гибнут под бременем долга, обрушивающегося на их плечи. А выдержит ли его Трой-побратим?..",https://www.litmir.me/data/Book/0/185000/185449/BC4_1595209810.jpg
892,Смертоносный всадник (ЛП),Йон (Айон) Ларисса,Любовно-фантастические романы,Всадники Апокалипсиса #3,9.37,84,Русский,,https://www.litmir.me/data/Book/0/238000/238642/BC4_1490711516.jpg
893,Медный король,Дяченко Марина и Сергей,Фантастика Фэнтези,,9.37,27,Русский,,https://www.litmir.me/data/Book/0/189000/189768/BC4_1595141119.jpg
894,Ангелы Миллениума. Игрушка наудачу,Шелонин Олег Александрович Баженов Виктор Олегович,Фэнтези,Ангелы Миллениума #1,9.37,15,Русский," «Валентин переступил порог, за его спиной с грохотом хлопнула стальная дверь… и тут же свистнула стрела… Он успел рухнуть на пол, пропуская арбалетный болт над собой».  Вы думаете, что это описание боевой сцены в далекие рыцарские времена? Ничего подобного. Две тысячи девятый год от Рождества Христова. Обычный эпизод трудовых будней действующего агента конторы «Ангелы Миллениума», надежно замаскированной в недрах ФСБ. Вот только клиенты у этой конторы уж больно забавные: вампиры, гномы, оборотни, тролли и прочие «сказочные» существа, нелегально проникающие на Землю в поисках сладкой жизни. И всех их надо суметь вовремя отловить, чтобы без особых церемоний пинком под… как бы это сказать поделикатнее… направить на путь истинный или, говоря языком дипломатического протокола, депортировать обратно в родные миры. А сделать это, поверьте, не так-то просто, ибо существа эти далеко не сказочные, отнюдь не безобидные и не всегда забавные…  Качество: HL",https://www.litmir.me/data/Book/0/168000/168676/BC4_1512740421.jpg
895,Земля лишних. За други своя,"Круз Андрей "" El Rojo""","Боевики, остросюжетная литература Фантастика",Земля лишних #2,9.37,23,Русский," Новая земля, новая жизнь, новые испытания. Попав в этот мир и разобравшись, кто ему свой и кто чужой, бывший военный и бывший бизнесмен, не такой уж, казалось бы, молодой человек Андрей Ярцев со всем пылом вступает в бой на стороне тех, кто стали ему друзьями и соотечественниками. А новый мир предоставил массу возможностей для применения его талантов, подчас довольно специфических.",https://www.litmir.me/data/Book/0/99000/99555/BC4_1596575951.jpg
896,Печать василиска,Корсакова Татьяна Викторовна,Ужасы / мистика Любовные романы,Знаки судьбы,9.37,16,Русский,,https://www.litmir.me/data/Book/0/133000/133113/BC4_1596157990.jpg
897,Моя семья и другие звери,Даррелл Джеральд,Биографии и мемуары Книги о путешествиях,Большой роман Трилогия о Корфу,9.37,7,Русский," «Моя семья и другие звери» – это «книга, завораживающая в буквальном смысле слова» (Sunday Times) и «самая восхитительная идиллия, какую только можно вообразить» (The New Yorker). С неизменной любовью, безупречной точностью и неподражаемым юмором Даррелл рассказывает о пятилетнем пребывании своей семьи (в том числе старшего брата Ларри, то есть Лоуренса Даррелла – будущего автора знаменитого «Александрийского квартета») на греческом острове Корфу. И сам этот роман, и его продолжения разошлись по миру многомиллионными тиражами, стали настольными книгами уже у нескольких поколений читателей, а в Англии даже вошли в школьную программу. «Трилогия о Корфу» трижды переносилась на телеэкран, причем последний раз – в 2016 году, когда британская компания ITV выпустила первый сезон сериала «Дарреллы», одним из постановщиков которого выступил Эдвард Холл («Аббатство Даунтон», «Мисс Марпл Агаты Кристи»).  Роман публикуется в новом (и впервые – в полном) переводе, выполненном Сергеем Таском, чьи переводы Тома Вулфа и Джона Ле Карре, Стивена Кинга и Пола Остера, Иэна Макьюэна, Ричарда Йейтса и Фрэнсиса Скотта Фицджеральда уже стали классическими.",https://www.litmir.me/data/Book/0/85000/85628/BC4_1584832150.jpg
898,Дорогая Жасмин,Смолл Бертрис,Исторические любовные романы Эротика,Наследие Скай О`Малли #1,9.37,20,Русский," Дважды прекрасная леди Жасмин жертвовала собой, выходя замуж по расчету — ради блага семьи. Но когда король намеревается решить судьбу Жасмин в третий раз, красавица, взбунтовавшись, бежит во Францию. На поиски невесты отправляется Джеймс Лесли, граф Гленкирк, — повинуясь не столько королевскому приказу, сколько собственному чувству. На пути Джеймса встают предательство, преступление, злоба соперника. Но самое трудное для графа Гленкирка — заставить Жасмин поверить в подлинность его любви…",https://www.litmir.me/data/Book/0/25000/25278/BC4_1547137716.jpg
899,Темный Лорд (СИ),Лисина Александра,Фэнтези,Время перемен #1,9.37,77,Русский,,https://www.litmir.me
900,Когда снег падает вверх… (СИ),Круглова Полина,Современные любовные романы,БЦ (Бизнес-центр) #3,9.37,19,Русский,,https://www.litmir.me/data/Book/0/229000/229801/BC4_1490703019.jpg
901,Битва полчищ,Рудазов Александр,Фэнтези,Архимаг #9,9.37,28,Русский," Со дня гибели Нъярлатхотепа прошло два с половиной года. За это время в Лэнге и на Серой Земле многое изменилось, но Ктулху еще не проснулся. Он спокойно спит в глубинах ледяных вод и видит сны о грядущем падении человечества.  Однако спит только Ктулху. Его верные слуги спать даже не думают. Окутан скрывающими чарами, в глухих дебрях сатрапии Сеп строится великий зиккурат, соединяющий два мира. Вот-вот откроется зловещий портал, и на Серую Землю хлынут легионы демонов, дабы щедро одарить всех ужасом, болью и зловонием. Пх’нглуи мглв’нафх Кхлул’хлуу Р’льиех вгах’нагл фхтагн! И все мы знаем, что это означает.  Война с Лэнгом… уже началась!",https://www.litmir.me/data/Book/0/193000/193596/BC4_1595091789.jpg
902,Кровь Севера,Мазин Александр Владимирович,Историческая фантастика Фантастика,Викинг #3,9.37,48,Русский,,https://www.litmir.me/data/Book/0/144000/144253/BC4_1596000731.jpg
903,В семье не без подвоха,Жукова Юлия Борисовна,Фантастика Любовные романы,Замуж с осложнениями #3 Романтическая фантастика (Альфа-книга) #146,9.37,10,Русский,,https://www.litmir.me/data/Book/0/229000/229843/BC4_1594446010.jpg
904,F 20. Балансировать на грани (СИ),Вечная Ольга,Современные любовные романы,,9.37,55,Русский,,https://www.litmir.me/data/Book/0/217000/217403/BC4_1490694972.jpg
905,Желание (ЛП),Уорд Дж. Р.,Любовно-фантастические романы,Падшие ангелы #2,9.37,87,Русский,,https://www.litmir.me/data/Book/0/140000/140539/BC4_1490587167.jpg
906,Яростный горец ,Грант Донна,Зарубежные любовные романы Исторические любовные романы Любовные романы,Темный меч #2,9.37,16,Русский,,https://www.litmir.me/data/Book/0/152000/152933/BC4_1490594677.jpg
907,И пришёл многоликий...,Злотников Роман Валерьевич,"Боевики, остросюжетная литература Фантастика",Вечный #3,9.37,18,Русский," Подчинив себе множество разумных видов и создав мощную поливидовую цивилизацию, Алые князья не останавливаются. Их цель – порабощение человечества. Но поведение людей не подчиняется тем закономерностям, которые рассчитали и вывели Могущественные после тщательного их изучения. Поэтому они создают расу воинов-мутантов для ведения боевых действий.  Аббат Ноэль (он же Ив Счастливчик, он же мистер Корн, он же Черный Ярл и Вечный) разрабатывает план спасения человеческой цивилизации. Необходимо похитить детей-мутантов, поместить их на отдаленную планету и передать под опеку церкви.  Таким способом Вечный предполагает сразу убить двух зайцев: избавить разумные существа от появления сильной расы и заманить Алых князей в ловушку…",https://www.litmir.me/data/Book/0/185000/185497/BC4_1595208429.jpg
908,"Еще одно мгновение, или Каждый твой вздох",Макнот Джудит,Зарубежные любовные романы Любовные романы,Современная серия #8,9.37,23,Русский,"Хозяйка ресторана Кейт Донован, собиравшаяся стать женой известного адвоката, неожиданно влюбляется в одного из клиентов своего жениха легендарного чикагского магната Митчела Уайатта. Однако неожиданная гибель двух родственников Митчела дает полиции основания считать его убийцей. На его причастность к преступлению указывают все улики – и теперь Кейт предстоит решить, готова ли она, несмотря ни на что, поверить в невиновность любимого мужчины… Еще одно мгновение из жизни любимых героев. Еще мгновение счастья для поклонниц творчества Джудит Макнот.",https://www.litmir.me/data/Book/0/18000/18864/BC4_1490518706.jpg
909,Айвенго,Скотт Вальтер,Зарубежные приключения Исторические приключения Классическая литература,,9.37,11,Русский,"Роман «Айвенго» – одно из лучших произведений знаменитого писателя Вальтера Скотта. Этот роман был создан более ста восьмидесяти лет назад, а события, о которых в нем рассказано, происходили в XII столетии. Однако и сейчас «Айвенго» вызывает живой интерес у читателей многих стран мира. Роман знакомит с историей, помогает понять особенности жизни и нравов людей в далекие времена. В сложное для Англии время молодой рыцарь Айвенго тайком возвращается из крестового похода домой: король Ричард Львиное Сердце взят в плен, а его брат принц Джон сеет смуту по всей стране и намеревается захватить престол. Айвенго копьём и мечом защищает свою честь и права, свою возлюбленную прекрасную леди Ровену. На помощь ему приходят сам король, сбежавший из плена, и легендарный разбойник Робин Гуд.",https://www.litmir.me/data/Book/0/25000/25016/BC4_1490521413.jpg
910,Перерожденный грех (ЛП),Йон (Айон) Ларисса,Любовно-фантастические романы,Демоника #5,9.37,78,Русский,,https://www.litmir.me/data/Book/0/226000/226344/BC4_1490700557.jpg
911,Война колдунов. Штурм цитадели,Рудазов Александр,Фэнтези Фантастика,Архимаг #6,9.37,24,Русский,,https://www.litmir.me/data/Book/0/34000/34976/BC4_1597265413.jpg
912,Моя сестра живет на каминной полке,Питчер Аннабель,Современная зарубежная литература,,9.37,10,Русский,,https://www.litmir.me/data/Book/0/175000/175515/BC4_1595493312.jpg
913,Заговор теней,Шалюкова Олеся Сергеевна,Фэнтези,Тени #3,9.37,26,Русский,,https://www.litmir.me/data/Book/0/151000/151666/BC4_1490594280.jpg
914,Путь безнадежного,Степной Аркадий,Фэнтези Фантастика,Глинглокский лев #1,9.37,72,Русский,"Суровый мир, раздираемый к тому же жестокой войной. Эльфийские лучники, элитная пехота гномов, рыцарская конница людей, коронные пехотные полки – все смешалось в кровавом водовороте. Как выжить, если ты заурядный продавец компьютеров, злой волей перенесенный в чуждую тебе среду? Как выжить, если свой путь в новом для себя мире ты начинаешь в качестве смертника в полку безнадежных? Как выжить, если изначально единственное твое право – это право на смерть? И что делать, если ты не семи пядей во лбу, не мастер боевых искусств и не владеешь секретом пороха? Прислушайся к своему сердцу, – возможно, оно сможет подсказать тебе путь.",https://www.litmir.me
915,Пирамида,Роллинс Джеймс,"Зарубежная фантастика Зарубежные детективы Боевики, остросюжетная литература","Книга-загадка, книга-бестселлер #103",9.37,20,Русский,"Во время археологических раскопок в Перу найдена древняя мумия, принадлежащая испанскому монаху-доминиканцу. При попытке ее исследования с помощью новейших приборов выясняется, что в черепе мумии содержится странное жидкое золото. На территории раскопок обнаружена подземная сокровищница, которая на поверку оказывается гигантской ловушкой, убивающей всякого, кто хочет проникнуть внутрь. Археолог Генри Конклин и его помощники пытаются проникнуть в тайны древней цивилизации, спрятанные жрецами много веков назад.",https://www.litmir.me/data/Book/0/23000/23487/BC4_1597708991.jpg
916,Сладкое зло (От лица Кайдена) (ЛП),Хиггинс Венди,Зарубежное фэнтези Фэнтези,,9.37,20,Русский,,https://www.litmir.me/data/Book/0/167000/167988/BC4_1595628610.jpg
917,Сердца пятерых,Джеймс Арлин,Короткие любовные романы,,9.37,31,Русский,,https://www.litmir.me/data/Book/0/151000/151885/BC4_1491156525.jpg
918,Пари с морским дьяволом,Михалкова Елена Ивановна,Детективы,Расследования Макара Илюшина и Сергея Бабкина #14,9.37,19,Русский,,https://www.litmir.me/data/Book/0/217000/217488/BC4_1594732038.jpg
919,Игра длиною в жизнь (ЛП),Стерлинг Джеймс,Современные любовные романы,Идеальная игра #3,9.37,52,Русский,,https://www.litmir.me/data/Book/0/220000/220359/BC4_1490696666.jpg
920,Обольсти меня на рассвете,Клейпас Лиза,Исторические любовные романы,Хатауэй #2,9.37,70,Русский,"Когда-то умирающего мальчишку Кева Меррипена подобрали и выходили состоятельные супруги Хатауэй. Они дали ему кров, пищу, стали его семьей. Однако спустя годы Кев так и остался замкнутым и недоверчивым. И даже любовь юной Уинифред Хатауэй не отогрела его сердце. Ее привязанность – слишком ценный дар для такого, как он. Ведь у него нет ни положения в обществе, ни состояния. Жгучая, исступленная страсть в душе Кева борется с благородством и честью… И все же у судьбы всегда найдется шанс подарить двум любящим сердцам надежду на счастье.",https://www.litmir.me
921,Амок,Цвейг Стефан,Классическая проза,,9.37,8,Русский,,https://www.litmir.me/data/Book/0/170000/170171/BC4_1490605176.jpg
922,Олеся,Куприн Александр Иванович,Русская классическая проза,,9.37,5,Русский,,https://www.litmir.me/data/Book/0/48000/48583/BC4_1490534556.jpg
923,Кнопка,Руда Александра,Фэнтези,,9.37,60,Русский,,https://www.litmir.me/data/Book/0/122000/122087/BC4_1490571739.jpg
924,Ангелы-хранители,Кунц Дин Рей,"Зарубежное фэнтези Зарубежные детективы Ужасы / мистика Боевики, остросюжетная литература","Книга-загадка, книга-мистика #17",9.37,27,Русский,"Из секретного исследовательского центра, занимающегося запрещенными генетическими экспериментами, убегают наделенные человеческим интеллектом собака и злобный монстр-убийца. В сплошной кошмар превращается в одночасье жизнь Тревиса Корнелла и Норы Девон, приютивших несчастного пса и пытающихся спасти его от преследования.",https://www.litmir.me/data/Book/0/15000/15832/BC4_1490517373.jpg
925,Стальные волки Крейда (СИ),Смородинский Георгий Георгиевич,Фэнтези,Семнадцатое обновление #3,9.37,19,Русский," В Проклятом Княжестве разгорается пламя войны. Скованные могучими заклятьями века назад, рвутся на свободу Великие Сущности. А ты, подгоняемый условиями невыполнимого задания, обязан идти вперед. И права на ошибку нет. Ведь цена ошибки - это всегда чья-то жизнь. Жизнь идущих за тобой и доверившихся товарищей. Выход только один - стать сильнее и забыть слово ""невозможно"". И вновь над полем боя раздается протяжный волчий вой, атакующей неприятеля латной кавалерии...      ",https://www.litmir.me/data/Book/0/271000/271439/BC4_1593710531.jpg
926,Развод и девичья фамилия,Устинова Татьяна Витальевна,Любовные романы Детективы,,9.37,17,Русский,"Прошло больше года, как Кира разошлась с мужем Сергеем. Пятнадцать лет назад, когда их любовь горела, как подожженный бикфордов шнур, немыслимо было представить, что эти двое могут развестись. Их сын Тим до сих пор не смирился и мечтает их помирить. И вот случай представился, ужасный случай! На лестничной клетке перед квартирой Киры кто-то застрелил ее шефа, главного редактора журнала “Старая площадь”. Кира была его замом. Шеф шел к ней поговорить о чем-то секретном и важном… Милиция, похоже, заподозрила в убийстве Киру, а ее сын вызвал на подмогу отца. Сергей примчался немедленно. И он обязательно сделает все, чтобы уберечь от беды пусть и бывшую, но все еще любимую жену…",https://www.litmir.me/data/Book/0/35000/35540/BC4_1597230852.jpg
927,Чудо?.. (СИ),Владимирова Екатерина Владимировна,Современные любовные романы,,9.37,7,Русский,,https://www.litmir.me/data/Book/0/148000/148946/BC4_1491154991.jpg
928,Академия Стихий. Танец Огня,Жильцова Наталья Сергеевна Гаврилова Анна Сергеевна,Фэнтези Фантастика,Академия Стихий #1 Академия магии,9.37,15,Русский," Я никогда не мечтала о других мирах и магии. Да и не верила во все это. Моей главной целью было закончить универ и стать хорошим экономистом. Но судьба распорядилась иначе. Кто-то из жителей Полара решил, что у меня есть магический дар, и вот я здесь, на факультете Огня в Академии Стихий. Против воли. Без вещей, денег и документов. И почти без шансов вернуться домой. Но это еще не все…  В академии я стала изгоем только за то, что иномирянка. И без поддержки одного странного призрака и малютки-твира пришлось бы совсем худо.  По факту – мне объявили войну. И я приняла вызов. Потому что иначе было нельзя, потому что девушки с Земли не сдаются!",https://www.litmir.me/data/Book/0/224000/224598/BC4_1594523547.jpg
929,Леди и война. Цветы из пепла,Демина Карина,Фэнтези Фантастика,Изольда Великолепная #4 Романтическая фантастика (Альфа-книга) #80,9.37,8,Русский,,https://www.litmir.me/data/Book/0/215000/215059/BC4_1594775891.jpg
930,Самый темный соблазн (ЛП),Шоуолтер Джена,Любовно-фантастические романы,Повелители Преисподней #12,9.37,101,Русский,,https://www.litmir.me/data/Book/0/221000/221588/BC4_1490697489.jpg
931,"Пентаграмма войны: Пламя и сталь, Древо и сталь, Камень и пламя, Лёд и сталь",Земляной Андрей Борисович,"Боевики, остросюжетная литература Фантастика",БФ-коллекция Пентаграмма войны,9.37,57,Русский," Прошло двадцать пять тысяч лет с того момента, как человечество сделало свой первый шаг в космос, возникли и распались в прах великие империи, успели прогреметь и утихнуть страшные войны, равных которым не знала вся история расы. Человечество несколько раз достигало почти божественного могущества и вновь откатывалось на грань цивилизованного существования. К 3346 году нового времени десятки планет и населяющие их сотни миллиардов человек застыли в хрупком равновесии, удерживаемом противостоянием грозных сил, каждая из которых в состоянии уничтожить мир.  Только что отгремела очередная межзвездная война, унесшая жизни целой расы, но человечество, погрязшее в пучине внутренних противоречий, продолжает противостояние всех против всех. В войну втянуты и сторонники биотехнологического развития, и технари, и раса магов. Боевые заклинания против штурмовых роботов, биокиборги против древних рас. Выживает сильнейший!",https://www.litmir.me/data/Book/0/172000/172107/BC4_1595548031.jpg
932,Ключ от наследства (СИ),Осинская Олеся,Фэнтези Рассказ,,9.37,5,Русский,,https://www.litmir.me
933,Отстань от моей мечты (СИ),Джейн Анна Васина Екатерина,Современные любовные романы,,9.37,114,Русский,,https://www.litmir.me/data/Book/0/143000/143136/BC4_1490590561.jpg
934,Государство в государстве,Тармашев Сергей Сергеевич,"Боевики, остросюжетная литература",Ареал #5,9.37,20,Русский," Жизнь в «Ареале» стоит дорого, и еще вопрос, кто устанавливает цену. Отряд Медведя стал единственным оплотом порядка в аномальном Королевстве, но против него начинают информационную войну, запускаются страшные байки, будто все члены ОСОПа – мутанты опаснее Зомби. Скоро их начнут бояться как огня, хотя пугающих событий и так хватает: батальон Темного Властелина явно собирает силы. И случайно ли пересекаются пути майора и искалеченной гимнастки, одной из множества похищенных с Большой земли девушек? Причем именно в тот момент, когда ученые получают шанс победить «Ареал»! Кому это выгодно? Наверное, тем, кто пойдет на всё ради увеличения добычи нефти «Тип Х», главного ресурса страны. Страны «Ареал»…",https://www.litmir.me/data/Book/0/169000/169416/BC4_1490604615.jpg
935,Крылья Феникса,"Жданова Светлана "" Лисавета""",Фэнтези,Невеста демона #2 Романтическая фантастика (Альфа-книга) #22,9.37,99,Русский," А кто говорил о равенстве рас? Так, смотрим по списку… Эльфов достали, драконов побеспокоили, соседние государства уже вопят от шуточек одной взбалмошной особы с вороватыми замашками. А нечего всякие мощные артефакты тут без присмотра разбрасывать. И еще удивляются: куда у них башня делась? Ну так ехидная ведьма, известная как принцесса Вольская, она же Лилит, она же Таня, она же Иная, она же Владычица и так далее, — на свободе. Да разве удержишь такую? Вон даже жених не пытается, хвост дороже.  Так, кто тут еще в списке остался? Дэвы? Ну, держитесь, дэвы, теперь она идет к вам!",https://www.litmir.me/data/Book/0/171000/171811/BC4_1490606727.jpg
936,Как две капли воды,Браун Сандра,Зарубежные детективы Любовные романы,,9.37,25,Русский,"Трагедия, связанная с авиакатастрофой, в которую попала тележурналистка Эйвери Дэниелз, обернулась для нее подарком судьбы. Она оказалась в центре драмы страстей и необузданных эмоций. После аварии тяжело раненную Эйвери по ошибке приняли за некую Кэрол Ратледж. Вскоре и сама журналистка поняла, что после пластической операции она обрела внешность жены Тейта Ратледжа – влиятельного техасского политика. Лежа в больнице, журналистка случайно узнает, что кто-то в окружении Тейта готовит на него покушение. Для того, чтобы спасти ему жизнь, Эйвери придется выдать себя за Кэрол, поставить под удар собственную карьеру, пережить множество опасных перевоплощений, окунуться в жаркие любовные объятия.",https://www.litmir.me/data/Book/0/4000/4592/BC4_1490513015.jpg
937,Добыча,Кузьмина Надежда М.,Любовно-фантастические романы Фэнтези,Колдовские миры,9.37,26,Русский," Интересно, почему трудности всегда легче создать, чем с ними справиться?  До совершеннолетия последней принцессы Драконьей Империи остался всего год. Вот только как Бель успеть за такой короткий срок сделать все, что хочется и что нужно?  В магической Академии грядет первая сессия, дядя Регент в Ларране плетет интриги, не желая отдавать трон, неуловимый некромант грозит бедами, переворотом и войной, а женихи нервничают в ожидании свадьбы. Добавились и новые напасти – за горами зашевелились орки, а над головой кружит драконий принц, постоянно пытаясь сунуть любопытный чешуйчатый нос куда не просят! И как прикажете со всем этим справляться?  Недостаток времени сжимает события в тугую спираль. Что будет, когда она начнет раскручиваться?",https://www.litmir.me/data/Book/0/141000/141790/BC4_1596034752.jpg
938,Сияние,Кинг Стивен,Ужасы / мистика,Темная Башня #10,9.36,28,Русский,,https://www.litmir.me/data/Book/0/58000/58098/BC4_1597037471.jpg
939,Могущество,Смит Лиза Джейн,Ужасы и мистика,Тайный Круг #3,9.36,44,Русский,"Жизнь старшеклассницы и по совместительству потомственной ведьмы Кэсси и ее друзей с каждым днем становится все более сложной и непредсказуемой. Клуб ведьм вступает в неравную битву с древним могущественным врагом, возвращенным к жизни неосторожно проведенным ритуалом, и этот враг почему-то уделяет Кэсси особое внимание. Да и среди членов Клуба нет единодушия, и кое-кто не прочь перейти на сторону сил тьмы, победить которые можно только при помощи давно утраченных старинных артефактов. Магические силы Кэсси растут день ото дня, но и ее враг становится все сильнее и подбирается все ближе. К тому же Адам, в которого Кэсси тайно влюблена, по-прежнему недоступен для нее…",https://www.litmir.me
940,Черный маг,Щепетнов Евгений Владимирович,Фэнтези Фантастика,Нед #2,9.36,23,Русский,,https://www.litmir.me/data/Book/0/204000/204906/BC4_1594941070.jpg
941,Земля лишних. За други своя,"Круз Андрей "" El Rojo"" Круз Мария","Боевики, остросюжетная литература Фантастика",Земля лишних #3,9.36,23,Русский," Чем ближе к цели, тем трудней становится идти. И тем чаще приходится выбирать, как поступить, чем или даже кем пожертвовать. Оправдывает ли цель эти жертвы и что делать, когда выясняется, что жертвовать надо уже самим собой? Кто тебе друг, кто враг, а кто временный попутчик? Новая жизнь и новый мир продолжают подкидывать проблемы и задавать вопросы снайперу Андрею Ярцеву.",https://www.litmir.me/data/Book/0/183000/183156/BC4_1595363433.jpg
942,Летняя практика,Гончарова Галина Дмитриевна,Фэнтези,Магический универ #2 Академия магии,9.36,16,Русский,,https://www.litmir.me/data/Book/0/233000/233323/BC4_1594214831.jpg
943,Безымянный раб,Зыков Виталий Валерьевич,Фэнтези Фантастика,Дорога домой #1,9.36,34,Русский," Стар мир Торна, очень стар! Под безжалостным ветром времени исчезали цивилизации, низвергались в бездну великие расы… Новые народы магией и мечом утвердили свой порядок. Установилось Равновесие.  В этот период на Торн не по своей воле попадают несколько землян. И заколебалась чаша весов, зашевелились последователи забытых культов, встрепенулись недовольные властью, зазвучали слова древних пророчеств, а спецслужбы затеяли новую игру… Над всем этим стоят кукловоды, безразличные к судьбе горстки людей, изгнанных из своего мира, и теперь лишь от самих землян зависит, как сложится здесь жизнь. Так один из них выбирает дорогу мага, а второго ждет путь раба, несмотря ни на что ведущий к свободе!",https://www.litmir.me/data/Book/0/156000/156237/BC4_1595802490.jpg
944,Магия безмолвия. Эпизод II,Кувайкова Анна Александровна,Фэнтези,,9.36,22,Русский," Сколько секретов может быть спрятано в твоём прошлом? Неизвестно. Да и стоит ли вспоминать о них вообще? К сожалению, судьба решила, что стоит, да ещё как! И на поиски Светлой части трактата о Древних по просьбе директора Академии некромантии отправляется уже не просто Саминэ, девочка без голоса и прошлого, а наследница древнего пропавшего рода. Но не только у неё есть тайны, им всем – и бывшему упырю, и чёрному дракону с лёгкой степенью шизофрении, и Древнему божеству, что так неожиданно решило помочь, и кронпринцу земель эрханов есть что скрывать. Не совершит ли Ариатар сейт Хаэл новую, ещё большую ошибку? И если да, то каковой же станет расплата за неё? Тем более та, что когда-то его предала, вновь решила ворваться в его жизнь… Время всё расставит по своим местам. Вот только все ли доживут до этого…",https://www.litmir.me/data/Book/0/262000/262367/BC4_1593849851.jpg
